1-ORF,2-Gene Name,3-Description,4-Localization,5-Cell morphology,6-Mitochondria morphology,7-YPD,8-SD,9-YPG,10-KO*,11-Short-Categorical result,12-Long-Categorical result,13-Short-% decrease with IAA,14-Long-% decrease with IAA,15-Short-0min-signal,16-Short-0min-StD,17-Short-0min-n,18-Short-30min-signal,19-Short-30min-StD,20-Short-30min-n,21-Long-0h-signal,22-Long-0h-StD,23-Long-0h-n,24-Long-24h-signal,25-Long-24h-StD,26-Long-24h-n,27-Mito Signal,28-Mito StD,29-Mito n,
YCL057W,PRD1,"Zinc metalloendopeptidase; found in the cytoplasm and intermembrane space of mitochondria; with Cym1p, involved in degradation of mitochondrial proteins and of presequence peptides cleaved from imported proteins; protein abundance increases in response to DNA replication stress",cytoplasm,Normal,Normal,1.216,1.227,1.064,viable ,No aparent change,Partially responsive - dual localization,Not calculated,53,165,15,2059,151,11,2914,263,22,3513,189,17,769,135,15,777,

YLR216C,CPR6,Peptidyl-prolyl cis-trans isomerase (cyclophilin); catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues; plays a role in determining prion variants; binds to Hsp82p and contributes to chaperone activity; protein abundance increases in response to DNA replication stress,cytoplasm,Normal,Normal,1.169,1.214,1.022,viable ,Responsive,Responsive,54,81,221,44,2287,155,10,2919,392,96,1466,190,14,616,137,16,624,

YOR187W,TUF1,"Mitochondrial translation elongation factor Tu (EF-Tu); involved in fundamental pathway of mtDNA homeostasis; comprises both GTPase and guanine nucleotide exchange factor activities, while these activities are found in separate proteins in S. pombe and humans; rare mutations in human mitochondrial elongation factor Tu (EFTu) associated with severe lactic acidosis, rapidly progressive fatal encephalopathy, severe infantile macrocystic leukodystrophy with micropolygyria",mitochondrion,Normal,Normal,1.147,1.206,1.112,viable ,No aparent change,No aparent change,Not calculated,Not calculated,254,63,1888,250,57,2884,547,129,1959,387,130,772,136,15,770,

YFR040W,SAP155,"Protein required for function of the Sit4p protein phosphatase; forms a complex with Sit4p; member of a family of similar proteins including Sap4p, Sap185p, and Sap190p; protein abundance increases in response to DNA replication stress; SAP155 has a paralog, SAP4, that arose from the whole genome duplication",cytoplasm,Normal,Normal,1.157,1.123,1.055,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,163,10,1164,153,8,1845,241,19,1289,184,13,348,148,17,339,

YPR191W,QCR2,"Subunit 2 of ubiquinol cytochrome-c reductase (Complex III); Complex III is a component of the mitochondrial inner membrane electron transport chain; phosphorylated; transcription is regulated by Hap1p, Hap2p/Hap3p, and heme",mitochondrion,Normal,Normal,1.291,1.167,1.731,viable ,No aparent change,Partially responsive,Not calculated,42,356,136,1036,333,124,1490,668,252,1233,436,206,589,143,25,608,

YPR072W,NOT5,"Component of the CCR4-NOT core complex, involved in mRNA decapping; involved intranscription initiation and elongation and in mRNA degradation; conserved lysine in human homolog of Not5p and Not3p is mutated in cancers",cytoplasm,Abnormal,Abnormal,0.302,0.375,0.147,viable ,No Fluorescence detected,Responsive,Not calculated,Not calculated,173,11,2035,155,14,2610,252,23,806,195,34,169,181,120,171,

YGR159C,NSR1,"Nucleolin, nucleolar protein that binds nuclear localization sequences; required for pre-rRNA processing and ribosome biogenesis; binds to single stranded telomeric DNA and mRNA; binds to G-quadruplex DNA; methylated by Hmt1p; interaction with Top1p and nucleolar localization are negatively regulated by polyphosphorylation",nucleolus,Normal,Normal,0.91,1.077,0.996,viable ,Responsive,Partially responsive,57,85,390,210,1692,224,93,2306,563,494,1831,209,15,610,134,13,618,

YNL153C,GIM3,Subunit of the heterohexameric cochaperone prefoldin complex; prefoldin binds specifically to cytosolic chaperonin and transfers target proteins to it; prefoldin complex also localizes to chromatin of actively transcribed genes in the nucleus and facilitates transcriptional elongation,cytoplasm,Normal,Normal,1.241,1.211,1.119,viable ,Responsive,Responsive,35,53,179,15,1278,151,8,2145,259,29,2851,187,14,282,142,13,270,

YJL098W,SAP185,"Protein that forms a complex with the Sit4p protein phosphatase; required for Sit4p function; member of a family of similar proteins including Sap4p, Sap155p, and Sap190p; SAP185 has a paralog, SAP190, that arose from the whole genome duplication",cytoplasm,Normal,Normal,1.218,1.251,1.132,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,165,10,1985,149,8,2408,250,19,2582,189,16,755,140,17,764,

YDR398W,UTP5,Subunit of U3-containing Small Subunit (SSU) processome complex; involved in production of 18S rRNA and assembly of small ribosomal subunit,nucleolus,Normal,Normal,0.72,1.063,1.127,inviable ,Responsive,Responsive,34,42,169,18,2216,145,7,3304,268,42,3073,202,11,687,130,9,695,

YML057W,CMP2,"Calcineurin A; one isoform (the other is Cna1p) of the catalytic subunit of calcineurin, a Ca++/calmodulin-regulated protein phosphatase which regulates Crz1p (a stress-response transcription factor), the other calcineurin subunit is CNB1; regulates the function of Aly1p alpha-arrestin; CMP2 has a paralog, CNA1, that arose from the whole genome duplication",cytoplasm,Normal,Normal,1.18,1.243,1.252,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,163,9,1937,151,9,2740,233,16,3166,193,14,842,132,13,847,

YGL078C,DBP3,"RNA-Dependent ATPase, member of DExD/H-box family; involved in cleavage of site A3 within the ITS1 spacer during rRNA processing; not essential for growth, but deletion causes severe slow-growth phenotype","nucleolus,nucleus",Normal,Normal,0.915,1.224,1.209,viable ,Responsive,Responsive,48,64,213,47,2215,159,12,2992,365,104,2966,217,13,946,129,10,958,

YLR060W,FRS1,"Beta subunit of cytoplasmic phenylalanyl-tRNA synthetase; forms a tetramer with Frs2p to generate active enzyme; able to hydrolyze mis-aminoacylated tRNA-Phe, which could contribute to translational quality control",cytoplasm,Abnormal,Abnormal,1.136,1.16,1.484,inviable ,No aparent change,Partially responsive - dual localization,Not calculated,56,167,37,1851,153,23,1949,295,79,2602,201,17,911,127,13,898,

YJL190C,RPS22A,"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S15A and bacterial S8; RPS22A has a paralog, RPS22B, that arose from the whole genome duplication","nucleolus,nucleus",Normal,Normal,1.114,1.172,1.346,viable ,Responsive,Responsive,65,Not calculated,264,61,3008,158,12,3417,N/A,N/A,N/A,183,13,333,145,16,344,

YPL145C,KES1,"Sterol/phosphatidylinositol-4-phosphate (PI(4)P) exchanger; one of seven members of the yeast oxysterol binding protein family; involved in negative regulation of Sec14p-dependent Golgi complex secretory functions, peripheral membrane protein that localizes to the Golgi complex; KES1 has a paralog, HES1, that arose from the whole genome duplication",cytoplasm,Normal,Normal,1.144,1.181,1.263,viable ,Responsive,Responsive,47,75,185,18,2934,145,8,3386,315,35,2784,184,15,586,146,20,583,

YPL028W,ERG10,"Acetyl-CoA C-acetyltransferase (acetoacetyl-CoA thiolase); cytosolic enzyme that transfers an acetyl group from one acetyl-CoA molecule to another, forming acetoacetyl-CoA; involved in the first step in mevalonate biosynthesis; human ACAT1 functionally complements the growth defect caused by repression of ERG10 expression",nucleus,Normal,Abnormal,1.087,0.669,1.117,inviable ,No aparent change,Partially responsive,Not calculated,46,211,52,2519,187,39,2277,381,119,2897,258,46,442,160,36,440,

YJL130C,URA2,Bifunctional carbamoylphosphate synthetase/aspartate transcarbamylase; catalyzes the first two enzymatic steps in the de novo biosynthesis of pyrimidines; both activities are subject to feedback inhibition by UTP,cytoplasm,Normal,Normal,1.274,1.255,1.24,viable ,Responsive,Responsive,40,77,213,29,2500,168,11,3102,375,63,2007,195,10,645,132,11,652,

YPR108W,RPN7,"Essential non-ATPase regulatory subunit of the 26S proteasome; similar to another S. cerevisiae regulatory subunit, Rpn5p, as well as to mammalian proteasome subunits",nucleus,Synchronized abnormal,Abnormal,0,0,0,inviable ,Responsive,Responsive,55,Not calculated,236,51,2199,161,11,3054,377,79,1932,210,49,173,168,106,176,

YGR155W,CYS4,"Cystathionine beta-synthase; catalyzes synthesis of cystathionine from serine and homocysteine, the first committed step in cysteine biosynthesis; responsible for hydrogen sulfide generation; advances passage through START by promoting cell growth which requires catalytic activity, and reducing critical cell size independent of catalytic activity; mutations in human ortholog CBS cause homocystinuria; human CBS can complement yeast null mutant",cytoplasm,Abnormal,Abnormal,0.457,0,0.137,viable ,Responsive,Responsive,62,Not calculated,259,71,1520,161,23,2216,492,117,3465,200,15,624,127,10,619,

YDL160C,DHH1,"Cytoplasmic DEAD-box helicase and mRNA decapping activator; interacts with decapping and deadenylase complexes to coordinate mRNA decapping and decay; regulates general translational repression; translational activator of select mRNAs during filamentous growth, mating and autophagy; cooperates with Ngr1p to promote specific mRNA decay; ATP- and RNA-bound form promotes processing body assembly, while ATPase stimulation by Not1p promotes disassembly; forms cytoplasmic foci on replication stress",cytoplasm,Normal,Normal,1.15,1.071,1.008,viable ,No aparent change,Responsive,Not calculated,51,159,7,1526,152,7,2405,236,28,1052,178,15,724,142,18,719,

YMR186W,HSC82,"Cytoplasmic chaperone of the Hsp90 family; plays a role in determining prion variants; redundant in function and nearly identical with Hsp82p, and together they are essential; expressed constitutively at 10-fold higher basal levels than HSP82 and induced 2-3 fold by heat shock; contains two acid-rich unstructured regions that promote the solubility of chaperone-substrate complexes; HSC82 has a paralog, HSP82, that arose from the whole genome duplication",cytoplasm,Normal,Normal,1.225,1.18,1.086,viable ,No aparent change,Partially responsive,Not calculated,73,942,546,1466,798,468,2294,1021,448,1320,378,362,465,142,21,469,

YLR180W,SAM1,"S-adenosylmethionine synthetase; catalyzes transfer of the adenosyl group of ATP to the sulfur atom of methionine; SAM1 has a paralog, SAM2, that arose from the whole genome duplication",cytoplasm,Normal,Normal,1.016,1.035,0.522,viable ,No aparent change,Responsive,Not calculated,92,527,203,1210,443,162,1790,1093,337,2831,221,51,370,128,12,372,

YER091C,MET6,"Cobalamin-independent methionine synthase; involved in methionine biosynthesis and regeneration; requires a minimum of two glutamates on the methyltetrahydrofolate substrate, similar to bacterial metE homologs",cytoplasm,Normal,Normal,1.246,1.141,1.165,competitive fitness  decreased ,Responsive,Responsive,68,88,326,150,1492,172,56,2217,501,310,2409,190,25,551,147,21,547,

YPL225W,CHP1,Chaperone for eEF1A; ribosome-associated chaperone dedicated to facilitating high-level expression of eEF1A; transiently binds nascent GTPase domain of eEF1A as soon as it emerges from ribosome tunnel; forms complex with NAC by binding UBA domain of Egd2p; inactivation results in disturbed proteostasis and Hsf1p activation due to abberant eEF1A biogenesis; overlapping phenotypes support notion that Chp1p functions in same eEF1A biogenesis pathway as chaperone Zpr1p-Aim29p,cytoplasm,Normal,Normal,1.081,1.178,0.972,viable ,Responsive,Responsive,29,55,170,13,984,150,8,1342,241,24,2096,177,13,630,149,23,636,

YMR205C,PFK2,"Beta subunit of heterooctameric phosphofructokinase; involved in glycolysis; indispensable for anaerobic growth; activated by fructose-2,6-bisphosphate and AMP; mutation inhibits glucose induction of cell cycle-related genes",cytoplasm,Normal,Cell morphology,0.807,0.741,1.1,viable ,Responsive,Responsive,58,92,397,145,955,224,60,1483,929,261,543,210,22,225,132,17,225,

YER052C,HOM3,Aspartate kinase (L-aspartate 4-P-transferase); cytoplasmic enzyme that catalyzes the first step in the common pathway for methionine and threonine biosynthesis; expression regulated by Gcn4p and the general control of amino acid synthesis,cytoplasm,Normal,Normal,1.147,0,1.197,competitive fitness  decreased ,Responsive,Responsive,30,Not calculated,173,13,2076,151,8,2852,260,22,2479,181,13,572,142,17,568,

YNR050C,LYS9,"Saccharopine dehydrogenase (NADP+, L-glutamate-forming); catalyzes the formation of saccharopine from alpha-aminoadipate 6-semialdehyde, the seventh step in lysine biosynthesis pathway; exhibits genetic and physical interactions with TRM112",cytoplasm,Normal,Normal,0.995,0.014,1.124,competitive fitness  decreased ,Responsive,Responsive,65,Not calculated,297,94,882,169,19,1444,508,158,3302,193,16,465,144,19,468,

YNR043W,MVD1,"Mevalonate pyrophosphate decarboxylase; essential enzyme involved in the biosynthesis of isoprenoids and sterols, including ergosterol; acts as a homodimer",cytoplasm,Synchronized abnormal,Abnormal,0.395,0.409,0.688,inviable ,Responsive,Responsive,35,Not calculated,182,19,1015,154,16,1441,269,35,1935,199,43,119,287,130,120,

YGR240C,PFK1,"Alpha subunit of heterooctameric phosphofructokinase; involved in glycolysis, indispensable for anaerobic growth, activated by fructose-2,6-bisphosphate and AMP, mutation inhibits glucose induction of cell cycle-related genes",cytoplasm,Normal,Normal,0.999,1.004,1.274,viable ,Responsive,Responsive,74,85,332,93,930,160,15,1206,512,141,1383,199,17,445,140,15,446,

YBR181C,RPS6B,"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S6, no bacterial homolog; phosphorylated on S233 by Ypk3p in a TORC1-dependent manner, and on S232 in a TORC1/2-dependent manner by Ypk1/2/3p; RPS6B has a paralog, RPS6A, that arose from the whole genome duplication",cytoplasm,Normal,Cell morphology,1.057,1.192,1.235,viable ,Responsive,Responsive,80,95,352,81,2146,151,8,2777,612,149,959,171,11,708,142,22,702,

YNL209W,SSB2,"Cytoplasmic ATPase that is a ribosome-associated molecular chaperone; functions with J-protein partner Zuo1p; may be involved in the folding of newly-synthesized polypeptide chains; member of the HSP70 family; SSB2 has a paralog, SSB1, that arose from the whole genome duplication",cytoplasm,Normal,Normal,1.125,1.246,1.224,N/A,Responsive,Responsive,38,96,1268,441,1252,825,348,2003,1620,443,3271,210,28,978,145,20,976,

YPL090C,RPS6A,"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S6, no bacterial homolog; phosphorylated on S233 by Ypk3p in a TORC1-dependent manner, and on S232 in a TORC1/2-dependent manner by Ypk1/2/3p; RPS6A has a paralog, RPS6B, that arose from the whole genome duplication",cytoplasm,Normal,Normal,0.906,1.149,1.251,viable ,Responsive,Responsive,75,82,365,86,2254,165,17,2892,530,118,2205,212,20,728,129,10,723,
